,s80,p80,SAR
3819,0.1,0.38,0.57
3820,0.1,0.38,0.58
3821,0.1,0.38,0.59
3822,0.1,0.38,0.6
3823,0.1,0.4,0.42
3824,0.1,0.4,0.43
3825,0.1,0.4,0.44
3826,0.1,0.4,0.45
3827,0.1,0.4,0.46
3828,0.1,0.4,0.47
3829,0.1,0.4,0.48
3830,0.1,0.4,0.49
3831,0.1,0.4,0.5
3832,0.1,0.4,0.51
3833,0.1,0.4,0.52
3834,0.1,0.4,0.53
3835,0.1,0.4,0.54
3836,0.1,0.4,0.55
3837,0.1,0.4,0.56
3838,0.1,0.4,0.57
3839,0.1,0.4,0.58
3840,0.1,0.4,0.59
3841,0.1,0.4,0.6
3842,0.1,0.42,0.42
3843,0.1,0.42,0.43
3844,0.1,0.42,0.44
3845,0.1,0.42,0.45
3846,0.1,0.42,0.46
3847,0.1,0.42,0.47
3848,0.1,0.42,0.48
3849,0.1,0.42,0.49
3850,0.1,0.42,0.5
3851,0.1,0.42,0.51
3852,0.1,0.42,0.52
3853,0.1,0.42,0.53
3854,0.1,0.42,0.54
3855,0.1,0.42,0.55
3856,0.1,0.42,0.56
3857,0.1,0.42,0.57
3858,0.1,0.42,0.58
3859,0.1,0.42,0.59
3860,0.1,0.42,0.6
3861,0.1,0.44,0.43
3862,0.1,0.44,0.44
3863,0.1,0.44,0.45
3864,0.1,0.44,0.46
3865,0.1,0.44,0.47
3866,0.1,0.44,0.48
3867,0.1,0.44,0.49
3868,0.1,0.44,0.5
3869,0.1,0.44,0.51
3870,0.1,0.44,0.52
3871,0.1,0.44,0.53
3872,0.1,0.44,0.54
3873,0.1,0.44,0.55
3874,0.1,0.44,0.56
3875,0.1,0.44,0.57
3876,0.1,0.44,0.58
3877,0.1,0.44,0.59
3878,0.1,0.44,0.6
3879,0.1,0.46,0.44
3880,0.1,0.46,0.45
3881,0.1,0.46,0.46
3882,0.1,0.46,0.47
3883,0.1,0.46,0.48
3884,0.1,0.46,0.49
3885,0.1,0.46,0.5
3886,0.1,0.46,0.51
3887,0.1,0.46,0.52
3888,0.1,0.46,0.53
3889,0.1,0.46,0.54
3890,0.1,0.46,0.55
3891,0.1,0.46,0.56
3892,0.1,0.46,0.57
3893,0.1,0.46,0.58
3894,0.1,0.46,0.59
3895,0.1,0.46,0.6
3896,0.1,0.48,0.44
3897,0.1,0.48,0.45
3898,0.1,0.48,0.46
3899,0.1,0.48,0.47
3900,0.1,0.48,0.48
3901,0.1,0.48,0.49
3902,0.1,0.48,0.5
3903,0.1,0.48,0.51
3904,0.1,0.48,0.52
3905,0.1,0.48,0.53
3906,0.1,0.48,0.54
3907,0.1,0.48,0.55
3908,0.1,0.48,0.56
3909,0.1,0.48,0.57
3910,0.1,0.48,0.58
3911,0.1,0.48,0.59
3912,0.1,0.48,0.6
3913,0.1,0.5,0.45
3914,0.1,0.5,0.46
3915,0.1,0.5,0.47
3916,0.1,0.5,0.48
3917,0.1,0.5,0.49
3918,0.1,0.5,0.5
3919,0.1,0.5,0.51
3920,0.1,0.5,0.52
3921,0.1,0.5,0.53
3922,0.1,0.5,0.54
3923,0.1,0.5,0.55
3924,0.1,0.5,0.56
3925,0.1,0.5,0.57
3926,0.1,0.5,0.58
3927,0.1,0.5,0.59
3928,0.1,0.5,0.6
3929,0.1,0.52,0.45
3930,0.1,0.52,0.46
3931,0.1,0.52,0.47
3932,0.1,0.52,0.48
3933,0.1,0.52,0.49
3934,0.1,0.52,0.5
3935,0.1,0.52,0.51
3936,0.1,0.52,0.52
3937,0.1,0.52,0.53
3938,0.1,0.52,0.54
3939,0.1,0.52,0.55
3940,0.1,0.52,0.56
3941,0.1,0.52,0.57
3942,0.1,0.52,0.58
3943,0.1,0.52,0.59
3944,0.1,0.52,0.6
3945,0.1,0.54,0.46
3946,0.1,0.54,0.47
3947,0.1,0.54,0.48
3948,0.1,0.54,0.49
3949,0.1,0.54,0.5
3950,0.1,0.54,0.51
3951,0.1,0.54,0.52
3952,0.1,0.54,0.53
3953,0.1,0.54,0.54
3954,0.1,0.54,0.55
3955,0.1,0.54,0.56
3956,0.1,0.54,0.57
3957,0.1,0.54,0.58
3958,0.1,0.54,0.59
3959,0.1,0.54,0.6
3960,0.1,0.56,0.47
3961,0.1,0.56,0.48
3962,0.1,0.56,0.49
3963,0.1,0.56,0.5
3964,0.1,0.56,0.51
3965,0.1,0.56,0.52
3966,0.1,0.56,0.53
3967,0.1,0.56,0.54
3968,0.1,0.56,0.55
3969,0.1,0.56,0.56
3970,0.1,0.56,0.57
3971,0.1,0.56,0.58
3972,0.1,0.56,0.59
3973,0.1,0.56,0.6
3974,0.1,0.58,0.47
3975,0.1,0.58,0.48
3976,0.1,0.58,0.49
3977,0.1,0.58,0.5
3978,0.1,0.58,0.51
3979,0.1,0.58,0.52
3980,0.1,0.58,0.53
3981,0.1,0.58,0.54
3982,0.1,0.58,0.55
3983,0.1,0.58,0.56
3984,0.1,0.58,0.57
3985,0.1,0.58,0.58
3986,0.1,0.58,0.59
3987,0.1,0.58,0.6
3988,0.1,0.6,0.48
3989,0.1,0.6,0.49
3990,0.1,0.6,0.5
3991,0.1,0.6,0.51
3992,0.1,0.6,0.52
3993,0.1,0.6,0.53
3994,0.1,0.6,0.54
3995,0.1,0.6,0.55
3996,0.1,0.6,0.56
3997,0.1,0.6,0.57
3998,0.1,0.6,0.58
3999,0.1,0.6,0.59
4000,0.1,0.6,0.6
4001,0.1,0.62,0.48
4002,0.1,0.62,0.49
4003,0.1,0.62,0.5
4004,0.1,0.62,0.51
4005,0.1,0.62,0.52
4006,0.1,0.62,0.53
4007,0.1,0.62,0.54
4008,0.1,0.62,0.55
4009,0.1,0.62,0.56
4010,0.1,0.62,0.57
4011,0.1,0.62,0.58
4012,0.1,0.62,0.59
4013,0.1,0.62,0.6
4014,0.1,0.64,0.48
4015,0.1,0.64,0.49
4016,0.1,0.64,0.5
4017,0.1,0.64,0.51
4018,0.1,0.64,0.52
4019,0.1,0.64,0.53
4020,0.1,0.64,0.54
4021,0.1,0.64,0.55
4022,0.1,0.64,0.56
4023,0.1,0.64,0.57
4024,0.1,0.64,0.58
4025,0.1,0.64,0.59
4026,0.1,0.64,0.6
4027,0.1,0.66,0.49
4028,0.1,0.66,0.5
4029,0.1,0.66,0.51
4030,0.1,0.66,0.52
4031,0.1,0.66,0.53
4032,0.1,0.66,0.54
4033,0.1,0.66,0.55
4034,0.1,0.66,0.56
4035,0.1,0.66,0.57
4036,0.1,0.66,0.58
4037,0.1,0.66,0.59
4038,0.1,0.66,0.6
4039,0.1,0.68,0.49
4040,0.1,0.68,0.5
4041,0.1,0.68,0.51
4042,0.1,0.68,0.52
4043,0.1,0.68,0.53
4044,0.1,0.68,0.54
4045,0.1,0.68,0.55
4046,0.1,0.68,0.56
4047,0.1,0.68,0.57
4048,0.1,0.68,0.58
4049,0.1,0.68,0.59
4050,0.1,0.68,0.6
4051,0.1,0.7,0.49
4052,0.1,0.7,0.5
4053,0.1,0.7,0.51
4054,0.1,0.7,0.52
4055,0.1,0.7,0.53
4056,0.1,0.7,0.54
4057,0.1,0.7,0.55
4058,0.1,0.7,0.56
4059,0.1,0.7,0.57
4060,0.1,0.7,0.58
4061,0.1,0.7,0.59
4062,0.1,0.7,0.6
4063,0.1,0.72,0.5
4064,0.1,0.72,0.51
4065,0.1,0.72,0.52
4066,0.1,0.72,0.53
4067,0.1,0.72,0.54
4068,0.1,0.72,0.55
4069,0.1,0.72,0.56
4070,0.1,0.72,0.57
4071,0.1,0.72,0.58
4072,0.1,0.72,0.59
4073,0.1,0.72,0.6
4074,0.1,0.74,0.5
4075,0.1,0.74,0.51
4076,0.1,0.74,0.52
4077,0.1,0.74,0.53
4078,0.1,0.74,0.54
4079,0.1,0.74,0.55
4080,0.1,0.74,0.56
4081,0.1,0.74,0.57
4082,0.1,0.74,0.58
4083,0.1,0.74,0.59
4084,0.1,0.74,0.6
4085,0.1,0.76,0.5
4086,0.1,0.76,0.51
4087,0.1,0.76,0.52
4088,0.1,0.76,0.53
4089,0.1,0.76,0.54
4090,0.1,0.76,0.55
4091,0.1,0.76,0.56
4092,0.1,0.76,0.57
4093,0.1,0.76,0.58
4094,0.1,0.76,0.59
4095,0.1,0.76,0.6
4096,0.1,0.78,0.5
4097,0.1,0.78,0.51
4098,0.1,0.78,0.52
4099,0.1,0.78,0.53
4100,0.1,0.78,0.54
4101,0.1,0.78,0.55
4102,0.1,0.78,0.56
4103,0.1,0.78,0.57
4104,0.1,0.78,0.58
4105,0.1,0.78,0.59
4106,0.1,0.78,0.6
4107,0.1,0.8,0.5
4108,0.1,0.8,0.51
4109,0.1,0.8,0.52
4110,0.1,0.8,0.53
4111,0.1,0.8,0.54
4112,0.1,0.8,0.55
4113,0.1,0.8,0.56
4114,0.1,0.8,0.57
4115,0.1,0.8,0.58
4116,0.1,0.8,0.59
4117,0.1,0.8,0.6
4118,0.12,0.04,0.19
4119,0.12,0.04,0.2
4120,0.12,0.04,0.21
4121,0.12,0.04,0.22
4122,0.12,0.04,0.23
4123,0.12,0.04,0.24
4124,0.12,0.04,0.25
4125,0.12,0.04,0.26
4126,0.12,0.04,0.27
4127,0.12,0.04,0.28
4128,0.12,0.04,0.29
4129,0.12,0.04,0.3
4130,0.12,0.04,0.31
4131,0.12,0.04,0.32
4132,0.12,0.04,0.33
4133,0.12,0.04,0.34
4134,0.12,0.04,0.35
4135,0.12,0.04,0.36
4136,0.12,0.04,0.37
4137,0.12,0.04,0.38
4138,0.12,0.04,0.39
4139,0.12,0.04,0.4
4140,0.12,0.04,0.41
4141,0.12,0.04,0.42
4142,0.12,0.04,0.43
4143,0.12,0.04,0.44
4144,0.12,0.04,0.45
4145,0.12,0.04,0.46
4146,0.12,0.04,0.47
4147,0.12,0.04,0.48
4148,0.12,0.04,0.49
4149,0.12,0.04,0.5
4150,0.12,0.04,0.51
4151,0.12,0.04,0.52
4152,0.12,0.04,0.53
4153,0.12,0.04,0.54
4154,0.12,0.04,0.55
4155,0.12,0.04,0.56
4156,0.12,0.04,0.57
4157,0.12,0.04,0.58
4158,0.12,0.04,0.59
4159,0.12,0.04,0.6
4160,0.12,0.06,0.22
4161,0.12,0.06,0.23
4162,0.12,0.06,0.24
4163,0.12,0.06,0.25
4164,0.12,0.06,0.26
4165,0.12,0.06,0.27
4166,0.12,0.06,0.28
4167,0.12,0.06,0.29
4168,0.12,0.06,0.3
4169,0.12,0.06,0.31
4170,0.12,0.06,0.32
4171,0.12,0.06,0.33
4172,0.12,0.06,0.34
4173,0.12,0.06,0.35
4174,0.12,0.06,0.36
4175,0.12,0.06,0.37
4176,0.12,0.06,0.38
4177,0.12,0.06,0.39
4178,0.12,0.06,0.4
4179,0.12,0.06,0.41
4180,0.12,0.06,0.42
4181,0.12,0.06,0.43
4182,0.12,0.06,0.44
4183,0.12,0.06,0.45
4184,0.12,0.06,0.46
4185,0.12,0.06,0.47
4186,0.12,0.06,0.48
4187,0.12,0.06,0.49
4188,0.12,0.06,0.5
4189,0.12,0.06,0.51
4190,0.12,0.06,0.52
4191,0.12,0.06,0.53
4192,0.12,0.06,0.54
4193,0.12,0.06,0.55
4194,0.12,0.06,0.56
4195,0.12,0.06,0.57
4196,0.12,0.06,0.58
4197,0.12,0.06,0.59
4198,0.12,0.06,0.6
4199,0.12,0.08,0.25
4200,0.12,0.08,0.26
4201,0.12,0.08,0.27
4202,0.12,0.08,0.28
4203,0.12,0.08,0.29
4204,0.12,0.08,0.3
4205,0.12,0.08,0.31
4206,0.12,0.08,0.32
4207,0.12,0.08,0.33
4208,0.12,0.08,0.34
4209,0.12,0.08,0.35
4210,0.12,0.08,0.36
4211,0.12,0.08,0.37
4212,0.12,0.08,0.38
4213,0.12,0.08,0.39
4214,0.12,0.08,0.4
4215,0.12,0.08,0.41
4216,0.12,0.08,0.42
4217,0.12,0.08,0.43
4218,0.12,0.08,0.44
4219,0.12,0.08,0.45
4220,0.12,0.08,0.46
4221,0.12,0.08,0.47
4222,0.12,0.08,0.48
4223,0.12,0.08,0.49
4224,0.12,0.08,0.5
4225,0.12,0.08,0.51
4226,0.12,0.08,0.52
4227,0.12,0.08,0.53
4228,0.12,0.08,0.54
4229,0.12,0.08,0.55
4230,0.12,0.08,0.56
4231,0.12,0.08,0.57
4232,0.12,0.08,0.58
4233,0.12,0.08,0.59
4234,0.12,0.08,0.6
4235,0.12,0.1,0.27
4236,0.12,0.1,0.28
4237,0.12,0.1,0.29
4238,0.12,0.1,0.3
4239,0.12,0.1,0.31
4240,0.12,0.1,0.32
4241,0.12,0.1,0.33
4242,0.12,0.1,0.34
4243,0.12,0.1,0.35
4244,0.12,0.1,0.36
4245,0.12,0.1,0.37
4246,0.12,0.1,0.38
4247,0.12,0.1,0.39
4248,0.12,0.1,0.4
4249,0.12,0.1,0.41
4250,0.12,0.1,0.42
4251,0.12,0.1,0.43
4252,0.12,0.1,0.44
4253,0.12,0.1,0.45
4254,0.12,0.1,0.46
4255,0.12,0.1,0.47
4256,0.12,0.1,0.48
4257,0.12,0.1,0.49
4258,0.12,0.1,0.5
4259,0.12,0.1,0.51
4260,0.12,0.1,0.52
4261,0.12,0.1,0.53
4262,0.12,0.1,0.54
4263,0.12,0.1,0.55
4264,0.12,0.1,0.56
4265,0.12,0.1,0.57
4266,0.12,0.1,0.58
4267,0.12,0.1,0.59
4268,0.12,0.1,0.6
4269,0.12,0.12,0.29
4270,0.12,0.12,0.3
4271,0.12,0.12,0.31
4272,0.12,0.12,0.32
4273,0.12,0.12,0.33
4274,0.12,0.12,0.34
4275,0.12,0.12,0.35
4276,0.12,0.12,0.36
4277,0.12,0.12,0.37
4278,0.12,0.12,0.38
4279,0.12,0.12,0.39
4280,0.12,0.12,0.4
4281,0.12,0.12,0.41
4282,0.12,0.12,0.42
4283,0.12,0.12,0.43
4284,0.12,0.12,0.44
4285,0.12,0.12,0.45
4286,0.12,0.12,0.46
4287,0.12,0.12,0.47
4288,0.12,0.12,0.48
4289,0.12,0.12,0.49
4290,0.12,0.12,0.5
4291,0.12,0.12,0.51
4292,0.12,0.12,0.52
4293,0.12,0.12,0.53
4294,0.12,0.12,0.54
4295,0.12,0.12,0.55
4296,0.12,0.12,0.56
4297,0.12,0.12,0.57
4298,0.12,0.12,0.58
4299,0.12,0.12,0.59
4300,0.12,0.12,0.6
4301,0.12,0.14,0.3
4302,0.12,0.14,0.31
4303,0.12,0.14,0.32
4304,0.12,0.14,0.33
4305,0.12,0.14,0.34
4306,0.12,0.14,0.35
4307,0.12,0.14,0.36
4308,0.12,0.14,0.37
4309,0.12,0.14,0.38
4310,0.12,0.14,0.39
4311,0.12,0.14,0.4
4312,0.12,0.14,0.41
4313,0.12,0.14,0.42
4314,0.12,0.14,0.43
4315,0.12,0.14,0.44
4316,0.12,0.14,0.45
4317,0.12,0.14,0.46
4318,0.12,0.14,0.47
4319,0.12,0.14,0.48
4320,0.12,0.14,0.49
4321,0.12,0.14,0.5
4322,0.12,0.14,0.51
4323,0.12,0.14,0.52
4324,0.12,0.14,0.53
4325,0.12,0.14,0.54
4326,0.12,0.14,0.55
4327,0.12,0.14,0.56
4328,0.12,0.14,0.57
4329,0.12,0.14,0.58
4330,0.12,0.14,0.59
4331,0.12,0.14,0.6
4332,0.12,0.16,0.32
4333,0.12,0.16,0.33
4334,0.12,0.16,0.34
4335,0.12,0.16,0.35
4336,0.12,0.16,0.36
4337,0.12,0.16,0.37
4338,0.12,0.16,0.38
4339,0.12,0.16,0.39
4340,0.12,0.16,0.4
4341,0.12,0.16,0.41
4342,0.12,0.16,0.42
4343,0.12,0.16,0.43
4344,0.12,0.16,0.44
4345,0.12,0.16,0.45
4346,0.12,0.16,0.46
4347,0.12,0.16,0.47
4348,0.12,0.16,0.48
4349,0.12,0.16,0.49
4350,0.12,0.16,0.5
4351,0.12,0.16,0.51
4352,0.12,0.16,0.52
4353,0.12,0.16,0.53
4354,0.12,0.16,0.54
4355,0.12,0.16,0.55
4356,0.12,0.16,0.56
4357,0.12,0.16,0.57
4358,0.12,0.16,0.58
4359,0.12,0.16,0.59
4360,0.12,0.16,0.6
4361,0.12,0.18,0.33
4362,0.12,0.18,0.34
4363,0.12,0.18,0.35
4364,0.12,0.18,0.36
4365,0.12,0.18,0.37
4366,0.12,0.18,0.38
4367,0.12,0.18,0.39
4368,0.12,0.18,0.4
4369,0.12,0.18,0.41
4370,0.12,0.18,0.42
4371,0.12,0.18,0.43
4372,0.12,0.18,0.44
4373,0.12,0.18,0.45
4374,0.12,0.18,0.46
4375,0.12,0.18,0.47
4376,0.12,0.18,0.48
4377,0.12,0.18,0.49
4378,0.12,0.18,0.5
4379,0.12,0.18,0.51
4380,0.12,0.18,0.52
4381,0.12,0.18,0.53
4382,0.12,0.18,0.54
4383,0.12,0.18,0.55
4384,0.12,0.18,0.56
4385,0.12,0.18,0.57
4386,0.12,0.18,0.58
4387,0.12,0.18,0.59
4388,0.12,0.18,0.6
4389,0.12,0.2,0.35
4390,0.12,0.2,0.36
4391,0.12,0.2,0.37
4392,0.12,0.2,0.38
4393,0.12,0.2,0.39
4394,0.12,0.2,0.4
4395,0.12,0.2,0.41
4396,0.12,0.2,0.42
4397,0.12,0.2,0.43
4398,0.12,0.2,0.44
4399,0.12,0.2,0.45
4400,0.12,0.2,0.46
4401,0.12,0.2,0.47
4402,0.12,0.2,0.48
4403,0.12,0.2,0.49
4404,0.12,0.2,0.5
4405,0.12,0.2,0.51
4406,0.12,0.2,0.52
4407,0.12,0.2,0.53
4408,0.12,0.2,0.54
4409,0.12,0.2,0.55
4410,0.12,0.2,0.56
4411,0.12,0.2,0.57
4412,0.12,0.2,0.58
4413,0.12,0.2,0.59
4414,0.12,0.2,0.6
4415,0.12,0.22,0.36
4416,0.12,0.22,0.37
4417,0.12,0.22,0.38
4418,0.12,0.22,0.39
4419,0.12,0.22,0.4
4420,0.12,0.22,0.41
4421,0.12,0.22,0.42
4422,0.12,0.22,0.43
4423,0.12,0.22,0.44
4424,0.12,0.22,0.45
4425,0.12,0.22,0.46
4426,0.12,0.22,0.47
4427,0.12,0.22,0.48
4428,0.12,0.22,0.49
4429,0.12,0.22,0.5
4430,0.12,0.22,0.51
4431,0.12,0.22,0.52
4432,0.12,0.22,0.53
4433,0.12,0.22,0.54
4434,0.12,0.22,0.55
4435,0.12,0.22,0.56
4436,0.12,0.22,0.57
4437,0.12,0.22,0.58
4438,0.12,0.22,0.59
4439,0.12,0.22,0.6
4440,0.12,0.24,0.37
4441,0.12,0.24,0.38
4442,0.12,0.24,0.39
4443,0.12,0.24,0.4
4444,0.12,0.24,0.41
4445,0.12,0.24,0.42
4446,0.12,0.24,0.43
4447,0.12,0.24,0.44
4448,0.12,0.24,0.45
4449,0.12,0.24,0.46
4450,0.12,0.24,0.47
4451,0.12,0.24,0.48
4452,0.12,0.24,0.49
4453,0.12,0.24,0.5
4454,0.12,0.24,0.51
4455,0.12,0.24,0.52
4456,0.12,0.24,0.53
4457,0.12,0.24,0.54
4458,0.12,0.24,0.55
4459,0.12,0.24,0.56
4460,0.12,0.24,0.57
4461,0.12,0.24,0.58
4462,0.12,0.24,0.59
4463,0.12,0.24,0.6
4464,0.12,0.26,0.38
4465,0.12,0.26,0.39
4466,0.12,0.26,0.4
4467,0.12,0.26,0.41
4468,0.12,0.26,0.42
4469,0.12,0.26,0.43
4470,0.12,0.26,0.44
4471,0.12,0.26,0.45
4472,0.12,0.26,0.46
4473,0.12,0.26,0.47
4474,0.12,0.26,0.48
4475,0.12,0.26,0.49
4476,0.12,0.26,0.5
4477,0.12,0.26,0.51
4478,0.12,0.26,0.52
4479,0.12,0.26,0.53
4480,0.12,0.26,0.54
4481,0.12,0.26,0.55
4482,0.12,0.26,0.56
4483,0.12,0.26,0.57
4484,0.12,0.26,0.58
4485,0.12,0.26,0.59
4486,0.12,0.26,0.6
4487,0.12,0.28,0.39
4488,0.12,0.28,0.4
4489,0.12,0.28,0.41
4490,0.12,0.28,0.42
4491,0.12,0.28,0.43
4492,0.12,0.28,0.44
4493,0.12,0.28,0.45
4494,0.12,0.28,0.46
4495,0.12,0.28,0.47
4496,0.12,0.28,0.48
4497,0.12,0.28,0.49
4498,0.12,0.28,0.5
4499,0.12,0.28,0.51
4500,0.12,0.28,0.52
4501,0.12,0.28,0.53
4502,0.12,0.28,0.54
4503,0.12,0.28,0.55
4504,0.12,0.28,0.56
4505,0.12,0.28,0.57
4506,0.12,0.28,0.58
4507,0.12,0.28,0.59
4508,0.12,0.28,0.6
4509,0.12,0.3,0.4
4510,0.12,0.3,0.41
4511,0.12,0.3,0.42
4512,0.12,0.3,0.43
4513,0.12,0.3,0.44
4514,0.12,0.3,0.45
4515,0.12,0.3,0.46
4516,0.12,0.3,0.47
4517,0.12,0.3,0.48
4518,0.12,0.3,0.49
4519,0.12,0.3,0.5
4520,0.12,0.3,0.51
4521,0.12,0.3,0.52
4522,0.12,0.3,0.53
4523,0.12,0.3,0.54
4524,0.12,0.3,0.55
4525,0.12,0.3,0.56
4526,0.12,0.3,0.57
4527,0.12,0.3,0.58
4528,0.12,0.3,0.59
4529,0.12,0.3,0.6
4530,0.12,0.32,0.41
4531,0.12,0.32,0.42
4532,0.12,0.32,0.43
4533,0.12,0.32,0.44
4534,0.12,0.32,0.45
4535,0.12,0.32,0.46
4536,0.12,0.32,0.47
4537,0.12,0.32,0.48
4538,0.12,0.32,0.49
4539,0.12,0.32,0.5
4540,0.12,0.32,0.51
4541,0.12,0.32,0.52
4542,0.12,0.32,0.53
4543,0.12,0.32,0.54
4544,0.12,0.32,0.55
4545,0.12,0.32,0.56
4546,0.12,0.32,0.57
4547,0.12,0.32,0.58
4548,0.12,0.32,0.59
4549,0.12,0.32,0.6
4550,0.12,0.34,0.42
4551,0.12,0.34,0.43
4552,0.12,0.34,0.44
4553,0.12,0.34,0.45
4554,0.12,0.34,0.46
4555,0.12,0.34,0.47
4556,0.12,0.34,0.48
4557,0.12,0.34,0.49
4558,0.12,0.34,0.5
4559,0.12,0.34,0.51
4560,0.12,0.34,0.52
4561,0.12,0.34,0.53
4562,0.12,0.34,0.54
4563,0.12,0.34,0.55
4564,0.12,0.34,0.56
4565,0.12,0.34,0.57
4566,0.12,0.34,0.58
4567,0.12,0.34,0.59
4568,0.12,0.34,0.6
4569,0.12,0.36,0.43
4570,0.12,0.36,0.44
4571,0.12,0.36,0.45
4572,0.12,0.36,0.46
4573,0.12,0.36,0.47
4574,0.12,0.36,0.48
4575,0.12,0.36,0.49
4576,0.12,0.36,0.5
4577,0.12,0.36,0.51
4578,0.12,0.36,0.52
4579,0.12,0.36,0.53
4580,0.12,0.36,0.54
4581,0.12,0.36,0.55
4582,0.12,0.36,0.56
4583,0.12,0.36,0.57
4584,0.12,0.36,0.58
4585,0.12,0.36,0.59
4586,0.12,0.36,0.6
4587,0.12,0.38,0.44
4588,0.12,0.38,0.45
4589,0.12,0.38,0.46
4590,0.12,0.38,0.47
4591,0.12,0.38,0.48
4592,0.12,0.38,0.49
4593,0.12,0.38,0.5
4594,0.12,0.38,0.51
4595,0.12,0.38,0.52
4596,0.12,0.38,0.53
4597,0.12,0.38,0.54
4598,0.12,0.38,0.55
4599,0.12,0.38,0.56
4600,0.12,0.38,0.57
4601,0.12,0.38,0.58
4602,0.12,0.38,0.59
4603,0.12,0.38,0.6
4604,0.12,0.4,0.45
4605,0.12,0.4,0.46
4606,0.12,0.4,0.47
4607,0.12,0.4,0.48
4608,0.12,0.4,0.49
4609,0.12,0.4,0.5
4610,0.12,0.4,0.51
4611,0.12,0.4,0.52
4612,0.12,0.4,0.53
4613,0.12,0.4,0.54
4614,0.12,0.4,0.55
4615,0.12,0.4,0.56
4616,0.12,0.4,0.57
4617,0.12,0.4,0.58
4618,0.12,0.4,0.59
4619,0.12,0.4,0.6
4620,0.12,0.42,0.45
4621,0.12,0.42,0.46
4622,0.12,0.42,0.47
4623,0.12,0.42,0.48
4624,0.12,0.42,0.49
4625,0.12,0.42,0.5
4626,0.12,0.42,0.51
4627,0.12,0.42,0.52
4628,0.12,0.42,0.53
4629,0.12,0.42,0.54
4630,0.12,0.42,0.55
4631,0.12,0.42,0.56
4632,0.12,0.42,0.57
4633,0.12,0.42,0.58
4634,0.12,0.42,0.59
4635,0.12,0.42,0.6
4636,0.12,0.44,0.46
4637,0.12,0.44,0.47
4638,0.12,0.44,0.48
4639,0.12,0.44,0.49
4640,0.12,0.44,0.5
4641,0.12,0.44,0.51
4642,0.12,0.44,0.52
4643,0.12,0.44,0.53
4644,0.12,0.44,0.54
4645,0.12,0.44,0.55
4646,0.12,0.44,0.56
4647,0.12,0.44,0.57
4648,0.12,0.44,0.58
4649,0.12,0.44,0.59
4650,0.12,0.44,0.6
4651,0.12,0.46,0.47
4652,0.12,0.46,0.48
4653,0.12,0.46,0.49
4654,0.12,0.46,0.5
4655,0.12,0.46,0.51
4656,0.12,0.46,0.52
4657,0.12,0.46,0.53
4658,0.12,0.46,0.54
4659,0.12,0.46,0.55
4660,0.12,0.46,0.56
4661,0.12,0.46,0.57
4662,0.12,0.46,0.58
4663,0.12,0.46,0.59
4664,0.12,0.46,0.6
4665,0.12,0.48,0.47
4666,0.12,0.48,0.48
4667,0.12,0.48,0.49
4668,0.12,0.48,0.5
4669,0.12,0.48,0.51
4670,0.12,0.48,0.52
4671,0.12,0.48,0.53
4672,0.12,0.48,0.54
4673,0.12,0.48,0.55
4674,0.12,0.48,0.56
4675,0.12,0.48,0.57
4676,0.12,0.48,0.58
4677,0.12,0.48,0.59
4678,0.12,0.48,0.6
4679,0.12,0.5,0.48
4680,0.12,0.5,0.49
4681,0.12,0.5,0.5
4682,0.12,0.5,0.51
4683,0.12,0.5,0.52
4684,0.12,0.5,0.53
4685,0.12,0.5,0.54
4686,0.12,0.5,0.55
4687,0.12,0.5,0.56
4688,0.12,0.5,0.57
4689,0.12,0.5,0.58
4690,0.12,0.5,0.59
4691,0.12,0.5,0.6
4692,0.12,0.52,0.49
4693,0.12,0.52,0.5
4694,0.12,0.52,0.51
4695,0.12,0.52,0.52
4696,0.12,0.52,0.53
4697,0.12,0.52,0.54
4698,0.12,0.52,0.55
4699,0.12,0.52,0.56
4700,0.12,0.52,0.57
4701,0.12,0.52,0.58
4702,0.12,0.52,0.59
4703,0.12,0.52,0.6
4704,0.12,0.54,0.49
4705,0.12,0.54,0.5
4706,0.12,0.54,0.51
4707,0.12,0.54,0.52
4708,0.12,0.54,0.53
4709,0.12,0.54,0.54
4710,0.12,0.54,0.55
4711,0.12,0.54,0.56
4712,0.12,0.54,0.57
4713,0.12,0.54,0.58
4714,0.12,0.54,0.59
4715,0.12,0.54,0.6
4716,0.12,0.56,0.5
4717,0.12,0.56,0.51
4718,0.12,0.56,0.52
4719,0.12,0.56,0.53
4720,0.12,0.56,0.54
4721,0.12,0.56,0.55
4722,0.12,0.56,0.56
4723,0.12,0.56,0.57
4724,0.12,0.56,0.58
4725,0.12,0.56,0.59
4726,0.12,0.56,0.6
4727,0.12,0.58,0.5
4728,0.12,0.58,0.51
4729,0.12,0.58,0.52
4730,0.12,0.58,0.53
4731,0.12,0.58,0.54
4732,0.12,0.58,0.55
4733,0.12,0.58,0.56
4734,0.12,0.58,0.57
4735,0.12,0.58,0.58
4736,0.12,0.58,0.59
4737,0.12,0.58,0.6
4738,0.12,0.6,0.51
4739,0.12,0.6,0.52
4740,0.12,0.6,0.53
4741,0.12,0.6,0.54
4742,0.12,0.6,0.55
4743,0.12,0.6,0.56
4744,0.12,0.6,0.57
4745,0.12,0.6,0.58
4746,0.12,0.6,0.59
4747,0.12,0.6,0.6
4748,0.12,0.62,0.51
4749,0.12,0.62,0.52
4750,0.12,0.62,0.53
