,s80,p80,SAR
8928,0.38,0.1,0.59
8929,0.38,0.1,0.6
8930,0.38,0.12,0.44
8931,0.38,0.12,0.45
8932,0.38,0.12,0.46
8933,0.38,0.12,0.47
8934,0.38,0.12,0.48
8935,0.38,0.12,0.49
8936,0.38,0.12,0.5
8937,0.38,0.12,0.51
8938,0.38,0.12,0.52
8939,0.38,0.12,0.53
8940,0.38,0.12,0.54
8941,0.38,0.12,0.55
8942,0.38,0.12,0.56
8943,0.38,0.12,0.57
8944,0.38,0.12,0.58
8945,0.38,0.12,0.59
8946,0.38,0.12,0.6
8947,0.38,0.14,0.46
8948,0.38,0.14,0.47
8949,0.38,0.14,0.48
8950,0.38,0.14,0.49
8951,0.38,0.14,0.5
8952,0.38,0.14,0.51
8953,0.38,0.14,0.52
8954,0.38,0.14,0.53
8955,0.38,0.14,0.54
8956,0.38,0.14,0.55
8957,0.38,0.14,0.56
8958,0.38,0.14,0.57
8959,0.38,0.14,0.58
8960,0.38,0.14,0.59
8961,0.38,0.14,0.6
8962,0.38,0.16,0.49
8963,0.38,0.16,0.5
8964,0.38,0.16,0.51
8965,0.38,0.16,0.52
8966,0.38,0.16,0.53
8967,0.38,0.16,0.54
8968,0.38,0.16,0.55
8969,0.38,0.16,0.56
8970,0.38,0.16,0.57
8971,0.38,0.16,0.58
8972,0.38,0.16,0.59
8973,0.38,0.16,0.6
8974,0.38,0.18,0.51
8975,0.38,0.18,0.52
8976,0.38,0.18,0.53
8977,0.38,0.18,0.54
8978,0.38,0.18,0.55
8979,0.38,0.18,0.56
8980,0.38,0.18,0.57
8981,0.38,0.18,0.58
8982,0.38,0.18,0.59
8983,0.38,0.18,0.6
8984,0.38,0.2,0.53
8985,0.38,0.2,0.54
8986,0.38,0.2,0.55
8987,0.38,0.2,0.56
8988,0.38,0.2,0.57
8989,0.38,0.2,0.58
8990,0.38,0.2,0.59
8991,0.38,0.2,0.6
8992,0.38,0.22,0.55
8993,0.38,0.22,0.56
8994,0.38,0.22,0.57
8995,0.38,0.22,0.58
8996,0.38,0.22,0.59
8997,0.38,0.22,0.6
8998,0.38,0.24,0.57
8999,0.38,0.24,0.58
9000,0.38,0.24,0.59
9001,0.38,0.24,0.6
9002,0.38,0.26,0.59
9003,0.38,0.26,0.6
9004,0.38,0.28,0.6
9005,0.4,0.04,0.3
9006,0.4,0.04,0.31
9007,0.4,0.04,0.32
9008,0.4,0.04,0.33
9009,0.4,0.04,0.34
9010,0.4,0.04,0.35
9011,0.4,0.04,0.36
9012,0.4,0.04,0.37
9013,0.4,0.04,0.38
9014,0.4,0.04,0.39
9015,0.4,0.04,0.4
9016,0.4,0.04,0.41
9017,0.4,0.04,0.42
9018,0.4,0.04,0.43
9019,0.4,0.04,0.44
9020,0.4,0.04,0.45
9021,0.4,0.04,0.46
9022,0.4,0.04,0.47
9023,0.4,0.04,0.48
9024,0.4,0.04,0.49
9025,0.4,0.04,0.5
9026,0.4,0.04,0.51
9027,0.4,0.04,0.52
9028,0.4,0.04,0.53
9029,0.4,0.04,0.54
9030,0.4,0.04,0.55
9031,0.4,0.04,0.56
9032,0.4,0.04,0.57
9033,0.4,0.04,0.58
9034,0.4,0.04,0.59
9035,0.4,0.04,0.6
9036,0.4,0.06,0.34
9037,0.4,0.06,0.35
9038,0.4,0.06,0.36
9039,0.4,0.06,0.37
9040,0.4,0.06,0.38
9041,0.4,0.06,0.39
9042,0.4,0.06,0.4
9043,0.4,0.06,0.41
9044,0.4,0.06,0.42
9045,0.4,0.06,0.43
9046,0.4,0.06,0.44
9047,0.4,0.06,0.45
9048,0.4,0.06,0.46
9049,0.4,0.06,0.47
9050,0.4,0.06,0.48
9051,0.4,0.06,0.49
9052,0.4,0.06,0.5
9053,0.4,0.06,0.51
9054,0.4,0.06,0.52
9055,0.4,0.06,0.53
9056,0.4,0.06,0.54
9057,0.4,0.06,0.55
9058,0.4,0.06,0.56
9059,0.4,0.06,0.57
9060,0.4,0.06,0.58
9061,0.4,0.06,0.59
9062,0.4,0.06,0.6
9063,0.4,0.08,0.38
9064,0.4,0.08,0.39
9065,0.4,0.08,0.4
9066,0.4,0.08,0.41
9067,0.4,0.08,0.42
9068,0.4,0.08,0.43
9069,0.4,0.08,0.44
9070,0.4,0.08,0.45
9071,0.4,0.08,0.46
9072,0.4,0.08,0.47
9073,0.4,0.08,0.48
9074,0.4,0.08,0.49
9075,0.4,0.08,0.5
9076,0.4,0.08,0.51
9077,0.4,0.08,0.52
9078,0.4,0.08,0.53
9079,0.4,0.08,0.54
9080,0.4,0.08,0.55
9081,0.4,0.08,0.56
9082,0.4,0.08,0.57
9083,0.4,0.08,0.58
9084,0.4,0.08,0.59
9085,0.4,0.08,0.6
9086,0.4,0.1,0.42
9087,0.4,0.1,0.43
9088,0.4,0.1,0.44
9089,0.4,0.1,0.45
9090,0.4,0.1,0.46
9091,0.4,0.1,0.47
9092,0.4,0.1,0.48
9093,0.4,0.1,0.49
9094,0.4,0.1,0.5
9095,0.4,0.1,0.51
9096,0.4,0.1,0.52
9097,0.4,0.1,0.53
9098,0.4,0.1,0.54
9099,0.4,0.1,0.55
9100,0.4,0.1,0.56
9101,0.4,0.1,0.57
9102,0.4,0.1,0.58
9103,0.4,0.1,0.59
9104,0.4,0.1,0.6
9105,0.4,0.12,0.45
9106,0.4,0.12,0.46
9107,0.4,0.12,0.47
9108,0.4,0.12,0.48
9109,0.4,0.12,0.49
9110,0.4,0.12,0.5
9111,0.4,0.12,0.51
9112,0.4,0.12,0.52
9113,0.4,0.12,0.53
9114,0.4,0.12,0.54
9115,0.4,0.12,0.55
9116,0.4,0.12,0.56
9117,0.4,0.12,0.57
9118,0.4,0.12,0.58
9119,0.4,0.12,0.59
9120,0.4,0.12,0.6
9121,0.4,0.14,0.47
9122,0.4,0.14,0.48
9123,0.4,0.14,0.49
9124,0.4,0.14,0.5
9125,0.4,0.14,0.51
9126,0.4,0.14,0.52
9127,0.4,0.14,0.53
9128,0.4,0.14,0.54
9129,0.4,0.14,0.55
9130,0.4,0.14,0.56
9131,0.4,0.14,0.57
9132,0.4,0.14,0.58
9133,0.4,0.14,0.59
9134,0.4,0.14,0.6
9135,0.4,0.16,0.5
9136,0.4,0.16,0.51
9137,0.4,0.16,0.52
9138,0.4,0.16,0.53
9139,0.4,0.16,0.54
9140,0.4,0.16,0.55
9141,0.4,0.16,0.56
9142,0.4,0.16,0.57
9143,0.4,0.16,0.58
9144,0.4,0.16,0.59
9145,0.4,0.16,0.6
9146,0.4,0.18,0.52
9147,0.4,0.18,0.53
9148,0.4,0.18,0.54
9149,0.4,0.18,0.55
9150,0.4,0.18,0.56
9151,0.4,0.18,0.57
9152,0.4,0.18,0.58
9153,0.4,0.18,0.59
9154,0.4,0.18,0.6
9155,0.4,0.2,0.54
9156,0.4,0.2,0.55
9157,0.4,0.2,0.56
9158,0.4,0.2,0.57
9159,0.4,0.2,0.58
9160,0.4,0.2,0.59
9161,0.4,0.2,0.6
9162,0.4,0.22,0.56
9163,0.4,0.22,0.57
9164,0.4,0.22,0.58
9165,0.4,0.22,0.59
9166,0.4,0.22,0.6
9167,0.4,0.24,0.58
9168,0.4,0.24,0.59
9169,0.4,0.24,0.6
9170,0.4,0.26,0.6
9171,0.42,0.04,0.3
9172,0.42,0.04,0.31
9173,0.42,0.04,0.32
9174,0.42,0.04,0.33
9175,0.42,0.04,0.34
9176,0.42,0.04,0.35
9177,0.42,0.04,0.36
9178,0.42,0.04,0.37
9179,0.42,0.04,0.38
9180,0.42,0.04,0.39
9181,0.42,0.04,0.4
9182,0.42,0.04,0.41
9183,0.42,0.04,0.42
9184,0.42,0.04,0.43
9185,0.42,0.04,0.44
9186,0.42,0.04,0.45
9187,0.42,0.04,0.46
9188,0.42,0.04,0.47
9189,0.42,0.04,0.48
9190,0.42,0.04,0.49
9191,0.42,0.04,0.5
9192,0.42,0.04,0.51
9193,0.42,0.04,0.52
9194,0.42,0.04,0.53
9195,0.42,0.04,0.54
9196,0.42,0.04,0.55
9197,0.42,0.04,0.56
9198,0.42,0.04,0.57
9199,0.42,0.04,0.58
9200,0.42,0.04,0.59
9201,0.42,0.04,0.6
9202,0.42,0.06,0.35
9203,0.42,0.06,0.36
9204,0.42,0.06,0.37
9205,0.42,0.06,0.38
9206,0.42,0.06,0.39
9207,0.42,0.06,0.4
9208,0.42,0.06,0.41
9209,0.42,0.06,0.42
9210,0.42,0.06,0.43
9211,0.42,0.06,0.44
9212,0.42,0.06,0.45
9213,0.42,0.06,0.46
9214,0.42,0.06,0.47
9215,0.42,0.06,0.48
9216,0.42,0.06,0.49
9217,0.42,0.06,0.5
9218,0.42,0.06,0.51
9219,0.42,0.06,0.52
9220,0.42,0.06,0.53
9221,0.42,0.06,0.54
9222,0.42,0.06,0.55
9223,0.42,0.06,0.56
9224,0.42,0.06,0.57
9225,0.42,0.06,0.58
9226,0.42,0.06,0.59
9227,0.42,0.06,0.6
9228,0.42,0.08,0.39
9229,0.42,0.08,0.4
9230,0.42,0.08,0.41
9231,0.42,0.08,0.42
9232,0.42,0.08,0.43
9233,0.42,0.08,0.44
9234,0.42,0.08,0.45
9235,0.42,0.08,0.46
9236,0.42,0.08,0.47
9237,0.42,0.08,0.48
9238,0.42,0.08,0.49
9239,0.42,0.08,0.5
9240,0.42,0.08,0.51
9241,0.42,0.08,0.52
9242,0.42,0.08,0.53
9243,0.42,0.08,0.54
9244,0.42,0.08,0.55
9245,0.42,0.08,0.56
9246,0.42,0.08,0.57
9247,0.42,0.08,0.58
9248,0.42,0.08,0.59
9249,0.42,0.08,0.6
9250,0.42,0.1,0.42
9251,0.42,0.1,0.43
9252,0.42,0.1,0.44
9253,0.42,0.1,0.45
9254,0.42,0.1,0.46
9255,0.42,0.1,0.47
9256,0.42,0.1,0.48
9257,0.42,0.1,0.49
9258,0.42,0.1,0.5
9259,0.42,0.1,0.51
9260,0.42,0.1,0.52
9261,0.42,0.1,0.53
9262,0.42,0.1,0.54
9263,0.42,0.1,0.55
9264,0.42,0.1,0.56
9265,0.42,0.1,0.57
9266,0.42,0.1,0.58
9267,0.42,0.1,0.59
9268,0.42,0.1,0.6
9269,0.42,0.12,0.45
9270,0.42,0.12,0.46
9271,0.42,0.12,0.47
9272,0.42,0.12,0.48
9273,0.42,0.12,0.49
9274,0.42,0.12,0.5
9275,0.42,0.12,0.51
9276,0.42,0.12,0.52
9277,0.42,0.12,0.53
9278,0.42,0.12,0.54
9279,0.42,0.12,0.55
9280,0.42,0.12,0.56
9281,0.42,0.12,0.57
9282,0.42,0.12,0.58
9283,0.42,0.12,0.59
9284,0.42,0.12,0.6
9285,0.42,0.14,0.48
9286,0.42,0.14,0.49
9287,0.42,0.14,0.5
9288,0.42,0.14,0.51
9289,0.42,0.14,0.52
9290,0.42,0.14,0.53
9291,0.42,0.14,0.54
9292,0.42,0.14,0.55
9293,0.42,0.14,0.56
9294,0.42,0.14,0.57
9295,0.42,0.14,0.58
9296,0.42,0.14,0.59
9297,0.42,0.14,0.6
9298,0.42,0.16,0.51
9299,0.42,0.16,0.52
9300,0.42,0.16,0.53
9301,0.42,0.16,0.54
9302,0.42,0.16,0.55
9303,0.42,0.16,0.56
9304,0.42,0.16,0.57
9305,0.42,0.16,0.58
9306,0.42,0.16,0.59
9307,0.42,0.16,0.6
9308,0.42,0.18,0.53
9309,0.42,0.18,0.54
9310,0.42,0.18,0.55
9311,0.42,0.18,0.56
9312,0.42,0.18,0.57
9313,0.42,0.18,0.58
9314,0.42,0.18,0.59
9315,0.42,0.18,0.6
9316,0.42,0.2,0.55
9317,0.42,0.2,0.56
9318,0.42,0.2,0.57
9319,0.42,0.2,0.58
9320,0.42,0.2,0.59
9321,0.42,0.2,0.6
9322,0.42,0.22,0.57
9323,0.42,0.22,0.58
9324,0.42,0.22,0.59
9325,0.42,0.22,0.6
9326,0.42,0.24,0.59
9327,0.42,0.24,0.6
9328,0.44,0.04,0.31
9329,0.44,0.04,0.32
9330,0.44,0.04,0.33
9331,0.44,0.04,0.34
9332,0.44,0.04,0.35
9333,0.44,0.04,0.36
9334,0.44,0.04,0.37
9335,0.44,0.04,0.38
9336,0.44,0.04,0.39
9337,0.44,0.04,0.4
9338,0.44,0.04,0.41
9339,0.44,0.04,0.42
9340,0.44,0.04,0.43
9341,0.44,0.04,0.44
9342,0.44,0.04,0.45
9343,0.44,0.04,0.46
9344,0.44,0.04,0.47
9345,0.44,0.04,0.48
9346,0.44,0.04,0.49
9347,0.44,0.04,0.5
9348,0.44,0.04,0.51
9349,0.44,0.04,0.52
9350,0.44,0.04,0.53
9351,0.44,0.04,0.54
9352,0.44,0.04,0.55
9353,0.44,0.04,0.56
9354,0.44,0.04,0.57
9355,0.44,0.04,0.58
9356,0.44,0.04,0.59
9357,0.44,0.04,0.6
9358,0.44,0.06,0.36
9359,0.44,0.06,0.37
9360,0.44,0.06,0.38
9361,0.44,0.06,0.39
9362,0.44,0.06,0.4
9363,0.44,0.06,0.41
9364,0.44,0.06,0.42
9365,0.44,0.06,0.43
9366,0.44,0.06,0.44
9367,0.44,0.06,0.45
9368,0.44,0.06,0.46
9369,0.44,0.06,0.47
9370,0.44,0.06,0.48
9371,0.44,0.06,0.49
9372,0.44,0.06,0.5
9373,0.44,0.06,0.51
9374,0.44,0.06,0.52
9375,0.44,0.06,0.53
9376,0.44,0.06,0.54
9377,0.44,0.06,0.55
9378,0.44,0.06,0.56
9379,0.44,0.06,0.57
9380,0.44,0.06,0.58
9381,0.44,0.06,0.59
9382,0.44,0.06,0.6
9383,0.44,0.08,0.4
9384,0.44,0.08,0.41
9385,0.44,0.08,0.42
9386,0.44,0.08,0.43
9387,0.44,0.08,0.44
9388,0.44,0.08,0.45
9389,0.44,0.08,0.46
9390,0.44,0.08,0.47
9391,0.44,0.08,0.48
9392,0.44,0.08,0.49
9393,0.44,0.08,0.5
9394,0.44,0.08,0.51
9395,0.44,0.08,0.52
9396,0.44,0.08,0.53
9397,0.44,0.08,0.54
9398,0.44,0.08,0.55
9399,0.44,0.08,0.56
9400,0.44,0.08,0.57
9401,0.44,0.08,0.58
9402,0.44,0.08,0.59
9403,0.44,0.08,0.6
9404,0.44,0.1,0.43
9405,0.44,0.1,0.44
9406,0.44,0.1,0.45
9407,0.44,0.1,0.46
9408,0.44,0.1,0.47
9409,0.44,0.1,0.48
9410,0.44,0.1,0.49
9411,0.44,0.1,0.5
9412,0.44,0.1,0.51
9413,0.44,0.1,0.52
9414,0.44,0.1,0.53
9415,0.44,0.1,0.54
9416,0.44,0.1,0.55
9417,0.44,0.1,0.56
9418,0.44,0.1,0.57
9419,0.44,0.1,0.58
9420,0.44,0.1,0.59
9421,0.44,0.1,0.6
9422,0.44,0.12,0.46
9423,0.44,0.12,0.47
9424,0.44,0.12,0.48
9425,0.44,0.12,0.49
9426,0.44,0.12,0.5
9427,0.44,0.12,0.51
9428,0.44,0.12,0.52
9429,0.44,0.12,0.53
9430,0.44,0.12,0.54
9431,0.44,0.12,0.55
9432,0.44,0.12,0.56
9433,0.44,0.12,0.57
9434,0.44,0.12,0.58
9435,0.44,0.12,0.59
9436,0.44,0.12,0.6
9437,0.44,0.14,0.49
9438,0.44,0.14,0.5
9439,0.44,0.14,0.51
9440,0.44,0.14,0.52
9441,0.44,0.14,0.53
9442,0.44,0.14,0.54
9443,0.44,0.14,0.55
9444,0.44,0.14,0.56
9445,0.44,0.14,0.57
9446,0.44,0.14,0.58
9447,0.44,0.14,0.59
9448,0.44,0.14,0.6
9449,0.44,0.16,0.51
9450,0.44,0.16,0.52
9451,0.44,0.16,0.53
9452,0.44,0.16,0.54
9453,0.44,0.16,0.55
9454,0.44,0.16,0.56
9455,0.44,0.16,0.57
9456,0.44,0.16,0.58
9457,0.44,0.16,0.59
9458,0.44,0.16,0.6
9459,0.44,0.18,0.54
9460,0.44,0.18,0.55
9461,0.44,0.18,0.56
9462,0.44,0.18,0.57
9463,0.44,0.18,0.58
9464,0.44,0.18,0.59
9465,0.44,0.18,0.6
9466,0.44,0.2,0.56
9467,0.44,0.2,0.57
9468,0.44,0.2,0.58
9469,0.44,0.2,0.59
9470,0.44,0.2,0.6
9471,0.44,0.22,0.58
9472,0.44,0.22,0.59
9473,0.44,0.22,0.6
9474,0.44,0.24,0.6
9475,0.46,0.04,0.31
9476,0.46,0.04,0.32
9477,0.46,0.04,0.33
9478,0.46,0.04,0.34
9479,0.46,0.04,0.35
9480,0.46,0.04,0.36
9481,0.46,0.04,0.37
9482,0.46,0.04,0.38
9483,0.46,0.04,0.39
9484,0.46,0.04,0.4
9485,0.46,0.04,0.41
9486,0.46,0.04,0.42
9487,0.46,0.04,0.43
9488,0.46,0.04,0.44
9489,0.46,0.04,0.45
9490,0.46,0.04,0.46
9491,0.46,0.04,0.47
9492,0.46,0.04,0.48
9493,0.46,0.04,0.49
9494,0.46,0.04,0.5
9495,0.46,0.04,0.51
9496,0.46,0.04,0.52
9497,0.46,0.04,0.53
9498,0.46,0.04,0.54
9499,0.46,0.04,0.55
9500,0.46,0.04,0.56
9501,0.46,0.04,0.57
9502,0.46,0.04,0.58
9503,0.46,0.04,0.59
9504,0.46,0.04,0.6
9505,0.46,0.06,0.36
9506,0.46,0.06,0.37
9507,0.46,0.06,0.38
9508,0.46,0.06,0.39
9509,0.46,0.06,0.4
9510,0.46,0.06,0.41
9511,0.46,0.06,0.42
9512,0.46,0.06,0.43
9513,0.46,0.06,0.44
9514,0.46,0.06,0.45
9515,0.46,0.06,0.46
9516,0.46,0.06,0.47
9517,0.46,0.06,0.48
9518,0.46,0.06,0.49
9519,0.46,0.06,0.5
9520,0.46,0.06,0.51
9521,0.46,0.06,0.52
9522,0.46,0.06,0.53
9523,0.46,0.06,0.54
9524,0.46,0.06,0.55
9525,0.46,0.06,0.56
9526,0.46,0.06,0.57
9527,0.46,0.06,0.58
9528,0.46,0.06,0.59
9529,0.46,0.06,0.6
9530,0.46,0.08,0.4
9531,0.46,0.08,0.41
9532,0.46,0.08,0.42
9533,0.46,0.08,0.43
9534,0.46,0.08,0.44
9535,0.46,0.08,0.45
9536,0.46,0.08,0.46
9537,0.46,0.08,0.47
9538,0.46,0.08,0.48
9539,0.46,0.08,0.49
9540,0.46,0.08,0.5
9541,0.46,0.08,0.51
9542,0.46,0.08,0.52
9543,0.46,0.08,0.53
9544,0.46,0.08,0.54
9545,0.46,0.08,0.55
9546,0.46,0.08,0.56
9547,0.46,0.08,0.57
9548,0.46,0.08,0.58
9549,0.46,0.08,0.59
9550,0.46,0.08,0.6
9551,0.46,0.1,0.44
9552,0.46,0.1,0.45
9553,0.46,0.1,0.46
9554,0.46,0.1,0.47
9555,0.46,0.1,0.48
9556,0.46,0.1,0.49
9557,0.46,0.1,0.5
9558,0.46,0.1,0.51
9559,0.46,0.1,0.52
9560,0.46,0.1,0.53
9561,0.46,0.1,0.54
9562,0.46,0.1,0.55
9563,0.46,0.1,0.56
9564,0.46,0.1,0.57
9565,0.46,0.1,0.58
9566,0.46,0.1,0.59
9567,0.46,0.1,0.6
9568,0.46,0.12,0.47
9569,0.46,0.12,0.48
9570,0.46,0.12,0.49
9571,0.46,0.12,0.5
9572,0.46,0.12,0.51
9573,0.46,0.12,0.52
9574,0.46,0.12,0.53
9575,0.46,0.12,0.54
9576,0.46,0.12,0.55
9577,0.46,0.12,0.56
9578,0.46,0.12,0.57
9579,0.46,0.12,0.58
9580,0.46,0.12,0.59
9581,0.46,0.12,0.6
9582,0.46,0.14,0.5
9583,0.46,0.14,0.51
9584,0.46,0.14,0.52
9585,0.46,0.14,0.53
9586,0.46,0.14,0.54
9587,0.46,0.14,0.55
9588,0.46,0.14,0.56
9589,0.46,0.14,0.57
9590,0.46,0.14,0.58
9591,0.46,0.14,0.59
9592,0.46,0.14,0.6
9593,0.46,0.16,0.52
9594,0.46,0.16,0.53
9595,0.46,0.16,0.54
9596,0.46,0.16,0.55
9597,0.46,0.16,0.56
9598,0.46,0.16,0.57
9599,0.46,0.16,0.58
9600,0.46,0.16,0.59
9601,0.46,0.16,0.6
9602,0.46,0.18,0.55
9603,0.46,0.18,0.56
9604,0.46,0.18,0.57
9605,0.46,0.18,0.58
9606,0.46,0.18,0.59
9607,0.46,0.18,0.6
9608,0.46,0.2,0.57
9609,0.46,0.2,0.58
9610,0.46,0.2,0.59
9611,0.46,0.2,0.6
9612,0.46,0.22,0.59
9613,0.46,0.22,0.6
9614,0.48,0.04,0.32
9615,0.48,0.04,0.33
9616,0.48,0.04,0.34
9617,0.48,0.04,0.35
9618,0.48,0.04,0.36
9619,0.48,0.04,0.37
9620,0.48,0.04,0.38
9621,0.48,0.04,0.39
9622,0.48,0.04,0.4
9623,0.48,0.04,0.41
9624,0.48,0.04,0.42
9625,0.48,0.04,0.43
9626,0.48,0.04,0.44
9627,0.48,0.04,0.45
9628,0.48,0.04,0.46
9629,0.48,0.04,0.47
9630,0.48,0.04,0.48
9631,0.48,0.04,0.49
9632,0.48,0.04,0.5
9633,0.48,0.04,0.51
9634,0.48,0.04,0.52
9635,0.48,0.04,0.53
9636,0.48,0.04,0.54
9637,0.48,0.04,0.55
9638,0.48,0.04,0.56
9639,0.48,0.04,0.57
9640,0.48,0.04,0.58
9641,0.48,0.04,0.59
9642,0.48,0.04,0.6
9643,0.48,0.06,0.37
9644,0.48,0.06,0.38
9645,0.48,0.06,0.39
9646,0.48,0.06,0.4
9647,0.48,0.06,0.41
9648,0.48,0.06,0.42
9649,0.48,0.06,0.43
9650,0.48,0.06,0.44
9651,0.48,0.06,0.45
9652,0.48,0.06,0.46
9653,0.48,0.06,0.47
9654,0.48,0.06,0.48
9655,0.48,0.06,0.49
9656,0.48,0.06,0.5
9657,0.48,0.06,0.51
9658,0.48,0.06,0.52
9659,0.48,0.06,0.53
9660,0.48,0.06,0.54
9661,0.48,0.06,0.55
9662,0.48,0.06,0.56
9663,0.48,0.06,0.57
9664,0.48,0.06,0.58
9665,0.48,0.06,0.59
9666,0.48,0.06,0.6
9667,0.48,0.08,0.41
9668,0.48,0.08,0.42
9669,0.48,0.08,0.43
9670,0.48,0.08,0.44
9671,0.48,0.08,0.45
9672,0.48,0.08,0.46
9673,0.48,0.08,0.47
9674,0.48,0.08,0.48
9675,0.48,0.08,0.49
9676,0.48,0.08,0.5
9677,0.48,0.08,0.51
9678,0.48,0.08,0.52
9679,0.48,0.08,0.53
9680,0.48,0.08,0.54
9681,0.48,0.08,0.55
9682,0.48,0.08,0.56
9683,0.48,0.08,0.57
9684,0.48,0.08,0.58
9685,0.48,0.08,0.59
9686,0.48,0.08,0.6
9687,0.48,0.1,0.44
9688,0.48,0.1,0.45
9689,0.48,0.1,0.46
9690,0.48,0.1,0.47
9691,0.48,0.1,0.48
9692,0.48,0.1,0.49
9693,0.48,0.1,0.5
9694,0.48,0.1,0.51
9695,0.48,0.1,0.52
9696,0.48,0.1,0.53
9697,0.48,0.1,0.54
9698,0.48,0.1,0.55
9699,0.48,0.1,0.56
9700,0.48,0.1,0.57
9701,0.48,0.1,0.58
9702,0.48,0.1,0.59
9703,0.48,0.1,0.6
9704,0.48,0.12,0.47
9705,0.48,0.12,0.48
9706,0.48,0.12,0.49
9707,0.48,0.12,0.5
9708,0.48,0.12,0.51
9709,0.48,0.12,0.52
9710,0.48,0.12,0.53
9711,0.48,0.12,0.54
9712,0.48,0.12,0.55
9713,0.48,0.12,0.56
9714,0.48,0.12,0.57
9715,0.48,0.12,0.58
9716,0.48,0.12,0.59
9717,0.48,0.12,0.6
9718,0.48,0.14,0.5
9719,0.48,0.14,0.51
9720,0.48,0.14,0.52
9721,0.48,0.14,0.53
9722,0.48,0.14,0.54
9723,0.48,0.14,0.55
9724,0.48,0.14,0.56
9725,0.48,0.14,0.57
9726,0.48,0.14,0.58
9727,0.48,0.14,0.59
9728,0.48,0.14,0.6
9729,0.48,0.16,0.53
9730,0.48,0.16,0.54
9731,0.48,0.16,0.55
9732,0.48,0.16,0.56
9733,0.48,0.16,0.57
9734,0.48,0.16,0.58
9735,0.48,0.16,0.59
9736,0.48,0.16,0.6
9737,0.48,0.18,0.55
9738,0.48,0.18,0.56
9739,0.48,0.18,0.57
9740,0.48,0.18,0.58
9741,0.48,0.18,0.59
9742,0.48,0.18,0.6
9743,0.48,0.2,0.58
9744,0.48,0.2,0.59
9745,0.48,0.2,0.6
9746,0.48,0.22,0.6
9747,0.5,0.04,0.32
9748,0.5,0.04,0.33
9749,0.5,0.04,0.34
9750,0.5,0.04,0.35
9751,0.5,0.04,0.36
9752,0.5,0.04,0.37
9753,0.5,0.04,0.38
9754,0.5,0.04,0.39
9755,0.5,0.04,0.4
9756,0.5,0.04,0.41
9757,0.5,0.04,0.42
9758,0.5,0.04,0.43
9759,0.5,0.04,0.44
9760,0.5,0.04,0.45
9761,0.5,0.04,0.46
9762,0.5,0.04,0.47
9763,0.5,0.04,0.48
9764,0.5,0.04,0.49
9765,0.5,0.04,0.5
9766,0.5,0.04,0.51
9767,0.5,0.04,0.52
9768,0.5,0.04,0.53
9769,0.5,0.04,0.54
9770,0.5,0.04,0.55
9771,0.5,0.04,0.56
9772,0.5,0.04,0.57
9773,0.5,0.04,0.58
9774,0.5,0.04,0.59
9775,0.5,0.04,0.6
9776,0.5,0.06,0.37
9777,0.5,0.06,0.38
9778,0.5,0.06,0.39
9779,0.5,0.06,0.4
9780,0.5,0.06,0.41
9781,0.5,0.06,0.42
9782,0.5,0.06,0.43
9783,0.5,0.06,0.44
9784,0.5,0.06,0.45
9785,0.5,0.06,0.46
9786,0.5,0.06,0.47
9787,0.5,0.06,0.48
9788,0.5,0.06,0.49
9789,0.5,0.06,0.5
9790,0.5,0.06,0.51
9791,0.5,0.06,0.52
9792,0.5,0.06,0.53
9793,0.5,0.06,0.54
9794,0.5,0.06,0.55
9795,0.5,0.06,0.56
9796,0.5,0.06,0.57
9797,0.5,0.06,0.58
9798,0.5,0.06,0.59
9799,0.5,0.06,0.6
9800,0.5,0.08,0.41
9801,0.5,0.08,0.42
9802,0.5,0.08,0.43
9803,0.5,0.08,0.44
9804,0.5,0.08,0.45
9805,0.5,0.08,0.46
9806,0.5,0.08,0.47
9807,0.5,0.08,0.48
9808,0.5,0.08,0.49
9809,0.5,0.08,0.5
9810,0.5,0.08,0.51
9811,0.5,0.08,0.52
9812,0.5,0.08,0.53
9813,0.5,0.08,0.54
9814,0.5,0.08,0.55
9815,0.5,0.08,0.56
9816,0.5,0.08,0.57
9817,0.5,0.08,0.58
9818,0.5,0.08,0.59
9819,0.5,0.08,0.6
9820,0.5,0.1,0.45
9821,0.5,0.1,0.46
9822,0.5,0.1,0.47
9823,0.5,0.1,0.48
9824,0.5,0.1,0.49
9825,0.5,0.1,0.5
9826,0.5,0.1,0.51
9827,0.5,0.1,0.52
9828,0.5,0.1,0.53
9829,0.5,0.1,0.54
9830,0.5,0.1,0.55
9831,0.5,0.1,0.56
9832,0.5,0.1,0.57
9833,0.5,0.1,0.58
9834,0.5,0.1,0.59
9835,0.5,0.1,0.6
9836,0.5,0.12,0.48
9837,0.5,0.12,0.49
9838,0.5,0.12,0.5
9839,0.5,0.12,0.51
9840,0.5,0.12,0.52
9841,0.5,0.12,0.53
9842,0.5,0.12,0.54
9843,0.5,0.12,0.55
9844,0.5,0.12,0.56
9845,0.5,0.12,0.57
9846,0.5,0.12,0.58
9847,0.5,0.12,0.59
9848,0.5,0.12,0.6
9849,0.5,0.14,0.51
9850,0.5,0.14,0.52
9851,0.5,0.14,0.53
9852,0.5,0.14,0.54
9853,0.5,0.14,0.55
9854,0.5,0.14,0.56
9855,0.5,0.14,0.57
9856,0.5,0.14,0.58
9857,0.5,0.14,0.59
9858,0.5,0.14,0.6
9859,0.5,0.16,0.54
